OrderID,CustomerID,CustomerName,OrderDate,ProductID,ProductName,Quantity,Price,TotalAmount,Category,OrderStatus,PaymentMethod,ShippingAddress
ORD0000033,CUST0072,Miss Angela Swanson DVM,2024-05-09,PROD0021,Lipstick,6,130.38,782.28,Beauty,Delivered,Credit Card,"PSC 4080, Box 3513, APO AP 45818"
ORD0000034,CUST0060,Travis Schultz,2024-01-26,PROD0004,Headphones,1,170.8,170.8,Electronics,Delivered,PayPal,"448 Scott Key Apt. 048, North Stevenmouth, AR 54518"
ORD0000035,CUST0002,Jorge Sullivan,2024-05-24,PROD0019,Biography,2,99.74,199.48,Books,Delivered,PayPal,"13126 Scott Club, Hansenfurt, AZ 24144"
ORD0000036,CUST0001,Norma Fisher,2024-02-19,PROD0030,Board Game,3,125.02,375.06,Toys,Delivered,Credit Card,"5561 Bishop Turnpike, Lake Kenneth, NV 67876"
ORD0000037,CUST0089,Richard Higgins,2024-07-06,PROD0006,T-shirt,2,163.73,327.46,Clothing,Canceled,PayPal,"3019 Gerald Mall Apt. 340, Trevinoville, MS 85068"
ORD0000038,CUST0003,Elizabeth Woods,2024-02-28,PROD0014,Refrigerator,4,128.75,515.0,Home Appliances,Delivered,Cash,"84331 Leonard Fort Suite 749, East Lisa, OH 66672"
ORD0000039,CUST0083,Kristin Potts,2024-03-21,PROD0011,Blender,6,125.6,753.6,Home Appliances,Delivered,Credit Card,"62281 Kathy Tunnel, Hudsonborough, IA 96519"
ORD0000040,CUST0006,Theodore Mcgrath,2024-01-05,PROD0008,Jacket,3,211.45,634.35,Clothing,Canceled,Credit Card,"9927 Christina Burg Suite 774, East Angelaburgh, TN 65342"
ORD0000041,CUST0096,Terry Wells,2024-09-24,PROD0030,Board Game,3,61.06,183.18,Toys,Shipped,Cash,"USCGC Payne, FPO AP 10825"
ORD0000042,CUST0082,Albert Williams,2024-02-23,PROD0018,Science,6,121.13,726.78,Books,Delivered,Credit Card,"354 Acevedo Fords Apt. 535, Barnettbury, KS 45612"
ORD0000043,CUST0035,Autumn Robinson,2024-08-01,PROD0013,Vacuum Cleaner,4,143.68,574.72,Home Appliances,Shipped,Credit Card,"9802 Johnson Road, North Johntown, IN 86205"
ORD0000044,CUST0080,Brandi Meyer,2024-03-20,PROD0001,Laptop,1,139.09,139.09,Electronics,Delivered,Cash,"6237 Thomas Inlet, Lake Mark, WY 98452"
ORD0000045,CUST0017,Walter Pratt,2024-04-21,PROD0011,Blender,2,153.39,306.78,Home Appliances,Delivered,Credit Card,"8870 Robert Loaf Apt. 082, North Mark, MP 23605"
ORD0000046,CUST0023,Janice Johnston,2024-02-18,PROD0021,Lipstick,2,121.59,243.18,Beauty,Delivered,PayPal,"USNS Newton, FPO AP 74085"
ORD0000047,CUST0062,Matthew Smith,2024-01-19,PROD0018,Science,5,63.78,318.9,Books,Canceled,Credit Card,"197 Christina Canyon Suite 560, South Christopherport, TN 20267"
ORD0000048,CUST0062,Matthew Smith,2024-05-10,PROD0004,Headphones,2,73.9,147.8,Electronics,Shipped,Cash,"65476 Lance Heights Suite 089, Sarahton, NH 52282"
ORD0000049,CUST0081,Hannah Wiggins,2024-08-21,PROD0024,Facewash,5,177.16,885.8,Beauty,Canceled,Credit Card,"0040 Becker Prairie Suite 388, Paulview, IL 15704"
ORD0000050,CUST0011,Sean Green,2024-06-21,PROD0007,Jeans,1,149.97,149.97,Clothing,Delivered,Credit Card,"Unit 3985 Box 2250, DPO AP 07219"
ORD0000051,CUST0063,George Allen,2024-06-21,PROD0022,Perfume,2,102.47,204.94,Beauty,Delivered,Cash,"4457 Burke Extension Apt. 290, Martineztown, VA 63469"
ORD0000052,CUST0034,Mr. Ryan Sanchez,2024-11-02,PROD0022,Perfume,2,88.55,177.1,Beauty,Shipped,PayPal,"USNV Burgess, FPO AE 09708"
ORD0000053,CUST0068,Joseph Freeman,2024-06-15,PROD0017,Non-Fiction,1,114.1,114.1,Books,Delivered,Credit Card,"USNV Dodson, FPO AE 69907"
ORD0000054,CUST0006,Theodore Mcgrath,2024-01-19,PROD0010,Dress,1,115.65,115.65,Clothing,Delivered,Credit Card,"188 Fischer Grove, Justinchester, WI 94599"
ORD0000055,CUST0077,William Garcia,2024-03-02,PROD0017,Non-Fiction,3,146.15,438.45,Books,Delivered,Credit Card,"USNV Branch, FPO AE 92981"
ORD0000056,CUST0067,Jeremy Green,2024-09-13,PROD0018,Science,5,170.99,854.95,Books,Shipped,PayPal,"82965 Herring Points, Fieldsbury, MH 02557"
ORD0000057,CUST0029,Desiree Cain,2024-04-03,PROD0003,Tablet,4,99.19,396.76,Electronics,Shipped,Credit Card,"357 Jessica Gateway, West Jacob, WV 55548"
ORD0000058,CUST0042,Alex Woodward,2023-12-15,PROD0005,Smartwatch,1,96.22,96.22,Electronics,Shipped,PayPal,"781 Frank Circles, Waltersview, KS 57807"
ORD0000059,CUST0092,Joshua Carter,2024-10-22,PROD0029,Toy Car,1,187.48,187.48,Toys,Delivered,Cash,"514 Travis Track Suite 366, Rowefurt, UT 05536"
ORD0000060,CUST0006,Theodore Mcgrath,2024-06-28,PROD0002,Smartphone,1,73.71,73.71,Electronics,Delivered,Cash,"450 Wells Pike, North Christopher, VI 46039"
ORD0000061,CUST0020,Michelle Kelley,2024-04-03,PROD0029,Toy Car,8,180.14,1441.12,Toys,Delivered,Cash,"187 Leonard Ville, West Philipberg, WV 83806"
ORD0000062,CUST0065,Jennifer Morales,2024-02-29,PROD0005,Smartwatch,1,116.54,116.54,Electronics,Delivered,Credit Card,"264 Frank Dale, Thorntonton, VA 68607"
ORD0000063,CUST0055,Emily Howard,2023-12-01,PROD0008,Jacket,2,41.9,83.8,Clothing,Delivered,Cash,"59118 Lisa Flats Suite 544, Lutzberg, WV 59329"
ORD0000064,CUST0062,Matthew Smith,2024-06-16,PROD0020,Children,3,153.17,459.51,Books,Delivered,Credit Card,"805 James Turnpike, Carrmouth, NC 21392"
ORD0000065,CUST0024,Collin Lopez,2024-08-16,PROD0015,Air Conditioner,3,28.08,84.24,Home Appliances,Delivered,Credit Card,"8081 Smith Trail, North Ronaldstad, OK 59690"
ORD0000066,CUST0034,Mr. Ryan Sanchez,2024-03-24,PROD0014,Refrigerator,2,77.73,155.46,Home Appliances,Canceled,Credit Card,"125 Ian Crossroad Apt. 593, South Deannaport, WY 51555"
ORD0000067,CUST0094,Joseph Jones,2024-11-03,PROD0011,Blender,7,119.96,839.72,Home Appliances,Delivered,Credit Card,"1607 Munoz River, Emilyshire, PR 59960"
ORD0000068,CUST0078,Jennifer Miller,2024-04-23,PROD0026,Puzzle,3,185.36,556.08,Toys,Delivered,PayPal,"3615 David Keys Apt. 269, West Stephenside, WA 91576"
ORD0000069,CUST0050,Caroline Chambers,2024-05-25,PROD0016,Fiction,1,219.65,219.65,Books,Shipped,Credit Card,"640 Mary Common, Michaelville, NJ 04835"
ORD0000070,CUST0077,William Garcia,2024-01-13,PROD0022,Perfume,3,149.8,449.4,Beauty,Delivered,Credit Card,"PSC 4006, Box 5282, APO AE 23388"
ORD0000071,CUST0100,Lori Bennett,2024-09-12,PROD0016,Fiction,6,138.77,832.62,Books,Delivered,Credit Card,"PSC 3950, Box 7603, APO AE 83819"
ORD0000072,CUST0081,Hannah Wiggins,2024-03-03,PROD0011,Blender,8,90.5,724.0,Home Appliances,Shipped,Cash,"3267 Walter Dam, Cunninghamtown, GA 77001"
ORD0000073,CUST0050,Caroline Chambers,2023-11-17,PROD0011,Blender,2,59.17,118.34,Home Appliances,Shipped,Credit Card,"00580 Brandon Creek, Port Eric, WY 50291"
ORD0000074,CUST0051,Amy Lowe,2024-09-15,PROD0018,Science,4,15.16,60.64,Books,Delivered,Credit Card,"532 Dixon Place Suite 126, Tammychester, MH 57653"
ORD0000075,CUST0006,Theodore Mcgrath,2024-02-18,PROD0018,Science,6,124.38,746.28,Books,Canceled,PayPal,"3769 Mary Harbor, Amyfort, FM 31567"
ORD0000076,CUST0074,Mitchell Smith,2024-03-01,PROD0007,Jeans,1,144.26,144.26,Clothing,Shipped,PayPal,"1802 Johnson Manor Suite 617, Martinmouth, NJ 54384"
ORD0000077,CUST0054,Jason Carroll,2024-01-15,PROD0023,Moisturizer,7,5.01,35.07,Beauty,Delivered,Cash,"155 Courtney Trafficway Suite 803, Gregoryshire, MD 39303"
ORD0000078,CUST0055,Emily Howard,2024-04-10,PROD0001,Laptop,2,170.0,340.0,Electronics,Shipped,Credit Card,"606 Brooks Fords Suite 221, Gabrielchester, OK 52719"
ORD0000079,CUST0058,Douglas Allen,2024-05-13,PROD0019,Biography,1,150.33,150.33,Books,Canceled,Cash,"8822 Jared Forks, New Derekfort, MI 82204"
ORD0000080,CUST0093,David Williams,2024-08-26,PROD0011,Blender,2,155.46,310.92,Home Appliances,Delivered,Credit Card,"164 Matthew Parkway Suite 826, Jimmyfurt, MI 51653"
ORD0000081,CUST0030,Stephanie Lawrence,2024-05-16,PROD0011,Blender,3,152.99,458.97,Home Appliances,Delivered,Credit Card,"1220 Heidi Rue Apt. 998, West Haleyburgh, MS 11691"
ORD0000082,CUST0085,Meredith Rios,2024-09-18,PROD0026,Puzzle,4,79.47,317.88,Toys,Canceled,Credit Card,"7517 Silva Glen, Burnettbury, GA 74116"
ORD0000083,CUST0019,Tasha Rodriguez,2024-06-16,PROD0009,Sneakers,1,173.66,173.66,Clothing,Delivered,Cash,"202 Franklin Fords, Ericksonfurt, KS 03275"
ORD0000084,CUST0017,Walter Pratt,2024-06-30,PROD0002,Smartphone,2,58.98,117.96,Electronics,Canceled,Cash,"79061 Cook Parkways Suite 079, West Marissafort, OH 85040"
ORD0000085,CUST0082,Albert Williams,2024-04-16,PROD0012,Microwave,3,106.93,320.79,Home Appliances,Delivered,PayPal,"85249 Stephen Cliff, Longchester, OH 12591"
ORD0000086,CUST0040,Lisa Johnston,2024-02-26,PROD0009,Sneakers,6,185.11,1110.66,Clothing,Delivered,Credit Card,"2512 Mackenzie Dam, North Antonio, MO 73675"
ORD0000087,CUST0097,Vanessa Cooper,2024-08-12,PROD0008,Jacket,2,69.77,139.54,Clothing,Delivered,Cash,"178 Baxter Junctions Apt. 033, Robersonport, KY 29941"
ORD0000088,CUST0077,William Garcia,2023-11-18,PROD0004,Headphones,1,146.78,146.78,Electronics,Delivered,PayPal,"14963 Stuart Wall Apt. 343, Kellerstad, LA 50877"
ORD0000089,CUST0019,Tasha Rodriguez,2024-07-09,PROD0024,Facewash,1,123.18,123.18,Beauty,Delivered,Credit Card,"5873 Chen Knolls, Ramirezfurt, WI 94134"
ORD0000090,CUST0081,Hannah Wiggins,2024-03-03,PROD0015,Air Conditioner,1,56.37,56.37,Home Appliances,Shipped,Credit Card,"1725 Julia Junction Suite 316, Marshallmouth, OK 81515"
ORD0000091,CUST0027,Sarah Villanueva,2024-02-08,PROD0013,Vacuum Cleaner,8,128.22,1025.76,Home Appliances,Delivered,Credit Card,"3580 Thomas Lock Apt. 609, South Claytonborough, VA 43336"
ORD0000092,CUST0014,April Snyder,2024-01-23,PROD0011,Blender,3,66.26,198.78,Home Appliances,Delivered,Credit Card,"30068 David View Apt. 173, New Peggychester, CA 70877"
ORD0000093,CUST0099,Nicholas Kline,2024-01-22,PROD0019,Biography,1,17.53,17.53,Books,Canceled,Credit Card,"PSC 3667, Box 0636, APO AE 81210"
ORD0000094,CUST0067,Jeremy Green,2024-02-27,PROD0008,Jacket,2,62.63,125.26,Clothing,Delivered,Credit Card,"557 Caitlin Course Suite 114, Lake Donaldberg, MS 27644"
ORD0000095,CUST0090,Marc Williams,2024-06-24,PROD0020,Children,2,56.36,112.72,Books,Delivered,Credit Card,"Unit 5368 Box 8181, DPO AP 62709"
ORD0000096,CUST0081,Hannah Wiggins,2024-01-02,PROD0015,Air Conditioner,3,25.86,77.58,Home Appliances,Delivered,Credit Card,"2785 Robert Lane Apt. 985, South John, NJ 54277"
ORD0000097,CUST0030,Stephanie Lawrence,2023-11-24,PROD0024,Facewash,1,138.24,138.24,Beauty,Canceled,Credit Card,"673 Allen Neck, Thomasmouth, LA 47683"
ORD0000098,CUST0086,Stephanie Bowman,2024-07-25,PROD0001,Laptop,1,34.88,34.88,Electronics,Delivered,Credit Card,"134 Sophia Drives, Benjaminburgh, WI 61921"
ORD0000099,CUST0033,Angela Salazar,2024-04-14,PROD0013,Vacuum Cleaner,6,89.22,535.32,Home Appliances,Delivered,Credit Card,"3260 Barron Springs Apt. 528, Hernandezfort, MH 87428"
ORD0000100,CUST0011,Sean Green,2024-06-23,PROD0001,Laptop,4,84.4,337.6,Electronics,Delivered,Credit Card,"USCGC Johnson, FPO AA 79664"
ORD0000101,CUST0098,Michael Simmons,2024-10-07,PROD0006,T-shirt,2,142.82,285.64,Clothing,Delivered,PayPal,"00237 Donna Coves, Middletonport, FM 90026"
ORD0000102,CUST0074,Mitchell Smith,2024-03-25,PROD0022,Perfume,2,39.9,79.8,Beauty,Delivered,PayPal,"58576 Branch Island, Jonesbury, WV 15351"
ORD0000103,CUST0036,Faith Cabrera,2024-09-01,PROD0014,Refrigerator,2,137.71,275.42,Home Appliances,Delivered,Credit Card,"8350 Richard Corners Suite 996, Lake Adam, TN 18376"
ORD0000104,CUST0090,Marc Williams,2024-06-08,PROD0004,Headphones,2,37.26,74.52,Electronics,Delivered,PayPal,"6881 Cassidy Street Suite 036, Larrytown, WI 31843"
ORD0000105,CUST0096,Terry Wells,2024-07-10,PROD0017,Non-Fiction,2,112.81,225.62,Books,Delivered,Credit Card,"Unit 0985 Box 2741, DPO AP 59110"
ORD0000106,CUST0084,Susan Williams,2024-03-02,PROD0004,Headphones,2,99.51,199.02,Electronics,Delivered,Credit Card,"6853 Walls Cape, West Courtney, OK 64076"
ORD0000107,CUST0061,Michelle Hughes,2023-12-09,PROD0016,Fiction,5,83.6,418.0,Books,Canceled,PayPal,"USCGC Graham, FPO AA 96073"
ORD0000108,CUST0011,Sean Green,2024-10-18,PROD0029,Toy Car,1,167.32,167.32,Toys,Canceled,Cash,"220 Janice Gateway Apt. 446, West Kellyborough, WA 71505"
ORD0000109,CUST0090,Marc Williams,2024-06-12,PROD0012,Microwave,1,117.82,117.82,Home Appliances,Delivered,Credit Card,"70452 Forbes Courts, Mosesland, KS 75278"
ORD0000110,CUST0056,Danielle Castro,2023-12-25,PROD0018,Science,2,64.91,129.82,Books,Delivered,Credit Card,"0835 Angela Station, East Heather, IN 52803"
ORD0000111,CUST0091,William Roberts,2024-02-01,PROD0010,Dress,2,163.16,326.32,Clothing,Delivered,Credit Card,"2458 Jason Village Suite 248, North Donnamouth, ME 93087"
ORD0000112,CUST0045,Brian Green,2024-09-13,PROD0019,Biography,5,72.9,364.5,Books,Delivered,Cash,"USS Miller, FPO AE 38827"
ORD0000113,CUST0076,Matthew Russo,2024-09-21,PROD0026,Puzzle,6,122.56,735.36,Toys,Delivered,PayPal,"88571 Shaw Village Suite 119, Barajasburgh, LA 32094"
ORD0000114,CUST0024,Collin Lopez,2024-07-16,PROD0011,Blender,4,83.97,335.88,Home Appliances,Delivered,Credit Card,"00415 Levine Shoal Suite 038, West Carla, WY 51437"
ORD0000115,CUST0066,Jennifer Bates,2024-04-25,PROD0013,Vacuum Cleaner,2,67.29,134.58,Home Appliances,Delivered,PayPal,"5877 Rodney Extension, East Jasminfort, MS 04512"
ORD0000116,CUST0086,Stephanie Bowman,2024-02-15,PROD0030,Board Game,7,160.37,1122.59,Toys,Delivered,PayPal,"27058 Martinez Gateway, Campbellfurt, NE 62199"
ORD0000117,CUST0028,Kimberly Myers,2024-08-11,PROD0013,Vacuum Cleaner,1,73.46,73.46,Home Appliances,Delivered,Credit Card,"USS Martin, FPO AP 47333"
ORD0000118,CUST0038,Kenneth Kent,2024-02-01,PROD0026,Puzzle,1,117.25,117.25,Toys,Canceled,Credit Card,"2284 Howard Way, Schaeferburgh, IA 99887"
ORD0000119,CUST0029,Desiree Cain,2024-06-19,PROD0017,Non-Fiction,2,26.47,52.94,Books,Delivered,Cash,"384 Jennifer Turnpike, North Robert, MS 66761"
ORD0000120,CUST0041,Jacob Hooper,2024-04-13,PROD0015,Air Conditioner,2,94.5,189.0,Home Appliances,Delivered,Credit Card,"21801 Suzanne Gardens Suite 746, Dorothyview, VA 10545"
ORD0000121,CUST0027,Sarah Villanueva,2024-10-26,PROD0023,Moisturizer,1,110.77,110.77,Beauty,Delivered,PayPal,"300 Heather Gateway, Mckinneyberg, PA 82666"
ORD0000122,CUST0095,Gary Perry,2024-10-21,PROD0013,Vacuum Cleaner,2,57.05,114.1,Home Appliances,Shipped,Credit Card,"255 Gallegos Hills, Dennisfort, AS 96723"
ORD0000123,CUST0040,Lisa Johnston,2024-11-12,PROD0021,Lipstick,1,138.02,138.02,Beauty,Delivered,Credit Card,"657 Alexander Mountains, Sharonmouth, MI 84106"
ORD0000124,CUST0053,Jessica Thompson,2024-07-06,PROD0019,Biography,2,131.9,263.8,Books,Shipped,Credit Card,"849 Jacob Forge Suite 828, Port Carla, WV 70196"
ORD0000125,CUST0028,Kimberly Myers,2024-09-11,PROD0020,Children,1,119.03,119.03,Books,Delivered,PayPal,"PSC 7546, Box 4780, APO AP 25971"
ORD0000126,CUST0051,Amy Lowe,2024-02-22,PROD0002,Smartphone,1,117.92,117.92,Electronics,Delivered,Credit Card,"39140 Sheila Ferry, Lake Michael, AS 35585"
ORD0000127,CUST0056,Danielle Castro,2023-11-18,PROD0005,Smartwatch,6,194.11,1164.66,Electronics,Delivered,PayPal,"92436 Rodgers Walks, Christopherchester, WY 15618"
ORD0000128,CUST0092,Joshua Carter,2024-08-12,PROD0014,Refrigerator,2,31.08,62.16,Home Appliances,Delivered,Credit Card,"98453 Gonzalez Ferry, South Dominique, RI 78018"
ORD0000129,CUST0079,Jesse Sparks,2024-05-29,PROD0026,Puzzle,1,116.74,116.74,Toys,Delivered,Credit Card,"06902 Robert Isle, Lake Bryan, DC 41935"
ORD0000130,CUST0095,Gary Perry,2024-07-27,PROD0026,Puzzle,4,1.47,5.88,Toys,Delivered,PayPal,"9541 Brock Estate Apt. 848, Franklinchester, TN 21347"
ORD0000131,CUST0016,Cheryl Bradley,2024-07-07,PROD0030,Board Game,2,90.51,181.02,Toys,Delivered,PayPal,"PSC 2191, Box 2741, APO AP 56307"
ORD0000132,CUST0085,Meredith Rios,2024-02-24,PROD0012,Microwave,4,114.91,459.64,Home Appliances,Delivered,Credit Card,"588 Alan Rest, Port Stephanieville, MT 50971"
ORD0000133,CUST0048,William Gonzalez,2024-09-14,PROD0029,Toy Car,1,89.39,89.39,Toys,Delivered,Cash,"Unit 0521 Box 6930, DPO AE 54557"
ORD0000134,CUST0071,Robin Lopez,2024-11-04,PROD0023,Moisturizer,2,39.47,78.94,Beauty,Shipped,Credit Card,"PSC 0096, Box 2846, APO AA 72111"
ORD0000135,CUST0023,Janice Johnston,2023-12-06,PROD0021,Lipstick,1,31.5,31.5,Beauty,Delivered,Cash,"282 Brianna Extension Apt. 974, Johnnyfurt, TX 01679"
ORD0000136,CUST0064,Jamie Hutchinson,2024-10-15,PROD0022,Perfume,1,124.61,124.61,Beauty,Delivered,PayPal,"104 Kendra Village, North Stephanie, AL 97539"
ORD0000137,CUST0017,Walter Pratt,2024-09-28,PROD0029,Toy Car,6,126.92,761.52,Toys,Delivered,Cash,"9115 Jon Isle, Ruizhaven, CO 11100"
ORD0000138,CUST0068,Joseph Freeman,2024-03-16,PROD0023,Moisturizer,2,54.5,109.0,Beauty,Delivered,Credit Card,"786 Rebecca Divide Suite 852, East Ericfurt, SD 74583"
ORD0000139,CUST0064,Jamie Hutchinson,2023-12-30,PROD0029,Toy Car,2,217.71,435.42,Toys,Shipped,Credit Card,"457 Vargas Island Suite 853, Lake Patrickstad, MA 67652"
ORD0000140,CUST0018,Bobby Flores,2023-11-17,PROD0024,Facewash,4,138.19,552.76,Beauty,Delivered,Credit Card,"1569 Amy Path, North Ashleyton, MN 24070"
ORD0000141,CUST0005,Peter Montgomery,2024-03-26,PROD0012,Microwave,2,21.03,42.06,Home Appliances,Delivered,PayPal,"0375 Sandra Trace Suite 826, Gailshire, NJ 28423"
ORD0000142,CUST0085,Meredith Rios,2024-11-03,PROD0008,Jacket,2,104.84,209.68,Clothing,Delivered,Credit Card,"929 Stewart Islands Suite 928, Myersstad, MS 39195"
ORD0000143,CUST0081,Hannah Wiggins,2024-02-16,PROD0008,Jacket,1,107.88,107.88,Clothing,Delivered,Credit Card,"957 Carol Road, West John, PR 34147"
ORD0000144,CUST0006,Theodore Mcgrath,2024-06-15,PROD0002,Smartphone,7,57.03,399.21,Electronics,Delivered,PayPal,"7329 Jacobs Station, New Tylerborough, LA 51577"
ORD0000145,CUST0018,Bobby Flores,2024-02-29,PROD0009,Sneakers,2,182.19,364.38,Clothing,Delivered,Credit Card,"5003 Cassandra Estates Suite 148, Haleychester, GU 41681"
ORD0000146,CUST0043,Caleb Clark,2024-10-09,PROD0029,Toy Car,2,67.06,134.12,Toys,Delivered,PayPal,"10524 Parker Mall Suite 531, Port Courtneyhaven, AK 87022"
ORD0000147,CUST0088,Alexa Hernandez,2024-06-28,PROD0029,Toy Car,4,121.11,484.44,Toys,Delivered,Credit Card,"300 Madison Stream, Christophershire, VI 51801"
ORD0000148,CUST0050,Caroline Chambers,2024-08-16,PROD0006,T-shirt,2,46.9,93.8,Clothing,Shipped,PayPal,"4229 Derrick Wells, West Tyler, ME 19541"
