OrderID,CustomerID,CustomerName,OrderDate,ProductID,ProductName,Quantity,Price,TotalAmount,Category,OrderStatus,PaymentMethod,ShippingAddress
ORD0000016,CUST0556,Joshua Carter,2024-05-17,PROD0191,Smartphone,4,54.41,217.64,Electronics,Delivered,Credit Card,"2814 Houston Hills, Rodriguezside, PW 63569"
ORD0000017,CUST1429,Ryan Cherry,2024-03-26,PROD0419,T-shirt,3,179.89,539.67,Clothing,Canceled,PayPal,"760 Rogers Spur, East Courtney, MS 84240"
ORD0000018,CUST1394,Robert Gonzalez,2024-02-07,PROD0064,Laptop,3,48.59,145.77,Electronics,Delivered,Credit Card,"68847 Kramer Station, South Christopher, IN 34699"
ORD0000019,CUST0238,Carol Lee,2023-12-28,PROD0012,Smartwatch,1,59.42,59.42,Electronics,Canceled,PayPal,"731 Sanders Fords, Port Jasonberg, CT 26449"
ORD0000020,CUST0982,Isaiah Wilcox,2023-12-24,PROD0480,T-shirt,3,33.06,99.18,Clothing,Shipped,Credit Card,"Unit 7296 Box 6875, DPO AA 65859"
ORD0000021,CUST0148,Shelly Daniels,2024-11-09,PROD0180,Doll,2,80.9,161.8,Toys,Delivered,Credit Card,"550 Nancy Rapids Apt. 694, Jonesland, NC 05667"
ORD0000022,CUST1222,Carlos Turner,2024-09-03,PROD0103,Headphones,1,146.49,146.49,Electronics,Canceled,PayPal,"27586 Audrey Springs Apt. 634, Petersenfort, PR 51431"
ORD0000023,CUST1429,Cynthia Hancock,2023-11-21,PROD0495,Lego Set,4,68.15,272.6,Toys,Shipped,Credit Card,"248 Cook Park, Sherriport, WI 53987"
ORD0000024,CUST0332,James Martin,2024-11-11,PROD0129,Air Conditioner,1,165.17,165.17,Home Appliances,Delivered,PayPal,"500 Butler Overpass Apt. 256, New Stevenmouth, AR 13802"
ORD0000025,CUST1844,Christian Johnson,2024-07-10,PROD0470,Shampoo,2,64.93,129.86,Beauty,Delivered,Cash,"85367 Nicole Ridge Suite 951, Kristinaberg, PW 51310"
ORD0000026,CUST0514,Sydney Brennan,2024-08-04,PROD0354,Dress,1,97.61,97.61,Clothing,Delivered,Credit Card,"Unit 1830 Box 6753, DPO AA 47235"
ORD0000027,CUST0492,Angela Williams,2024-11-10,PROD0313,Science,1,54.82,54.82,Books,Delivered,Cash,"89933 Kimberly Road Suite 841, South Patricia, NE 11515"
ORD0000028,CUST1298,Jennifer Garcia,2024-09-09,PROD0367,Perfume,2,99.11,198.22,Beauty,Delivered,PayPal,"6607 Sharp Common, Chadstad, UT 04351"
ORD0000029,CUST1431,Christopher Greer,2024-02-11,PROD0123,Microwave,1,6.05,6.05,Home Appliances,Delivered,PayPal,"230 Donna Street, Lake Adrianstad, UT 03731"
ORD0000030,CUST1380,Crystal Thomas,2024-05-08,PROD0017,Facewash,2,84.49,168.98,Beauty,Delivered,Credit Card,"420 Michael Mountains Suite 485, New Victoria, CT 70392"
ORD0000031,CUST0913,Brooke Hurst,2024-01-01,PROD0360,Tablet,1,50.32,50.32,Electronics,Delivered,Credit Card,"332 Watson Shore Apt. 290, Millerland, DC 55581"
ORD0000032,CUST1150,Jason House,2024-06-30,PROD0453,Lipstick,1,56.21,56.21,Beauty,Delivered,Cash,"37580 Ortiz Mall Suite 735, Stephanieland, HI 14737"
ORD0000033,CUST1996,Justin Watts,2024-09-18,PROD0281,Non-Fiction,10,184.7,1847.0,Books,Delivered,Credit Card,"66237 Giles Divide Suite 717, West Aaron, UT 59363"
ORD0000034,CUST1486,Aimee Evans,2024-09-07,PROD0206,T-shirt,7,96.42,674.94,Clothing,Delivered,PayPal,"Unit 4892 Box 6717, DPO AE 71770"
ORD0000035,CUST1685,Diana Riggs,2023-12-30,PROD0314,Board Game,1,102.04,102.04,Toys,Delivered,PayPal,"46896 Garcia Glen, Justinborough, PA 11676"
ORD0000036,CUST1790,Ricky Torres,2024-03-25,PROD0353,Vacuum Cleaner,9,179.28,1613.52,Home Appliances,Delivered,Credit Card,"16448 Audrey Road, New Daniel, SC 71748"
ORD0000037,CUST0563,Richard French,2024-03-06,PROD0442,Fiction,1,157.74,157.74,Books,Delivered,Cash,"11669 Taylor Skyway, Michaelfort, WA 54909"
ORD0000038,CUST1321,John Mason,2024-05-23,PROD0447,Blender,1,108.73,108.73,Home Appliances,Delivered,Credit Card,"4270 Anthony Mountains, Onealtown, PR 69553"
ORD0000039,CUST0645,Melissa Miller,2024-08-28,PROD0466,Air Conditioner,5,88.18,440.9,Home Appliances,Shipped,Cash,"PSC 6050, Box 1904, APO AP 92210"
ORD0000040,CUST1245,Steven Taylor,2024-06-23,PROD0365,Toy Car,3,48.33,144.99,Toys,Shipped,Credit Card,"7562 Fisher Spur, Hernandezberg, NC 41929"
ORD0000041,CUST0770,Thomas Wallace,2024-09-15,PROD0005,Moisturizer,1,113.73,113.73,Beauty,Delivered,Credit Card,"Unit 6763 Box 3739, DPO AP 07027"
ORD0000042,CUST0753,Amanda Schultz,2024-10-17,PROD0174,Puzzle,4,138.64,554.56,Toys,Delivered,PayPal,"239 Salazar Squares, Kelseystad, MT 60570"
ORD0000043,CUST0740,Michael Wade,2024-07-22,PROD0067,Children,1,108.81,108.81,Books,Delivered,Credit Card,"USCGC Carpenter, FPO AA 33891"
ORD0000044,CUST0099,Cindy Adams,2023-12-01,PROD0439,Microwave,2,145.85,291.7,Home Appliances,Delivered,Credit Card,"40216 Tara Locks Apt. 735, New Nicolemouth, MD 70742"
ORD0000045,CUST0204,Frederick Johnson,2023-12-01,PROD0243,Facewash,2,121.88,243.76,Beauty,Shipped,Cash,"85334 Collins Wall, Scottstad, VI 93887"
ORD0000046,CUST0255,Eric Arnold,2023-11-17,PROD0359,Fiction,2,143.9,287.8,Books,Delivered,Credit Card,"67771 Christopher Courts Apt. 637, Port Ronaldfurt, AZ 24144"
ORD0000047,CUST0342,Daniel Pittman,2024-03-01,PROD0193,Board Game,5,110.63,553.15,Toys,Canceled,Credit Card,"USNV Vang, FPO AE 73515"
ORD0000048,CUST1655,Lisa Mccormick,2024-08-16,PROD0384,Smartphone,1,82.98,82.98,Electronics,Delivered,Credit Card,"978 Nelson Brook Apt. 912, Wrightport, FM 96980"
ORD0000049,CUST1885,Abigail Nichols MD,2023-12-03,PROD0366,Children,3,115.04,345.12,Books,Delivered,Credit Card,"95384 Jodi Garden Apt. 845, West Courtney, LA 76792"
ORD0000050,CUST0535,Robert Tran,2024-03-20,PROD0221,Perfume,1,169.68,169.68,Beauty,Shipped,Credit Card,"62281 Kathy Tunnel, Hudsonborough, IA 96519"
ORD0000051,CUST1077,David Cruz,2024-07-07,PROD0061,Non-Fiction,2,161.44,322.88,Books,Delivered,PayPal,"90895 Bryant Bridge Apt. 827, Payneland, KS 18516"
ORD0000052,CUST1942,Michele Underwood,2024-09-14,PROD0075,Dress,1,54.23,54.23,Clothing,Shipped,Credit Card,"05357 Jordan Skyway, West Andre, OK 71216"
ORD0000053,CUST1222,Mark Gomez,2024-05-22,PROD0289,Non-Fiction,2,112.24,224.48,Books,Delivered,Cash,"00351 Michael Shore, Taylorborough, NV 57545"
ORD0000054,CUST1015,Eric Banks,2024-08-22,PROD0427,Doll,2,25.54,51.08,Toys,Delivered,PayPal,"Unit 6606 Box 4887, DPO AE 74521"
ORD0000055,CUST0449,Jennifer Myers,2023-11-15,PROD0362,Tablet,8,100.63,805.04,Electronics,Shipped,Cash,"53230 Julia Villages, Lake Christian, VI 78866"
ORD0000056,CUST0073,Mark Mckinney,2024-07-09,PROD0448,Perfume,1,120.47,120.47,Beauty,Delivered,PayPal,"6007 Michael Skyway Apt. 738, Francisfurt, MA 35869"
ORD0000057,CUST1653,Terry Smith,2024-06-06,PROD0410,Fiction,1,6.1,6.1,Books,Shipped,Credit Card,"PSC 8708, Box 9840, APO AA 52282"
ORD0000058,CUST0461,Jennifer Crawford,2023-11-22,PROD0154,T-shirt,1,124.94,124.94,Clothing,Delivered,Credit Card,"9438 Hughes Village, Jasonshire, MA 32305"
ORD0000059,CUST1344,Michelle Maldonado,2024-03-30,PROD0259,Science,2,62.78,125.56,Books,Delivered,Credit Card,"0909 Stephanie Lake, Conniemouth, NM 53409"
ORD0000060,CUST0186,Victoria Smith,2024-01-07,PROD0389,Board Game,3,146.76,440.28,Toys,Shipped,Credit Card,"50749 Chad Manors Suite 282, Lake Danielleshire, DE 66551"
ORD0000061,CUST1846,Kimberly Cruz,2024-04-30,PROD0423,Facewash,9,124.33,1118.97,Beauty,Shipped,Cash,"64488 Branch Field Suite 208, Port Donna, WY 74331"
ORD0000062,CUST1245,John Johnson,2024-11-02,PROD0436,Perfume,5,203.18,1015.9,Beauty,Shipped,Credit Card,"58235 Smith Street, New Patricia, KY 24767"
ORD0000063,CUST1168,Tammy Miller,2024-05-06,PROD0034,Vacuum Cleaner,2,113.35,226.7,Home Appliances,Delivered,Cash,"132 Mclean Meadow Suite 446, Chelsealand, ME 04450"
ORD0000064,CUST1583,Phillip Harris MD,2024-05-01,PROD0415,Biography,2,160.36,320.72,Books,Delivered,PayPal,"097 Gallegos Crossroad Suite 506, Mccallberg, AZ 11181"
ORD0000065,CUST0685,Hannah Smith,2024-01-27,PROD0247,Laptop,2,200.32,400.64,Electronics,Delivered,Cash,"50562 Russell Divide Apt. 648, East Davidberg, PW 63532"
ORD0000066,CUST1469,Michelle Cummings,2024-08-23,PROD0415,Smartphone,9,41.66,374.94,Electronics,Delivered,Credit Card,"625 Christopher Extensions, Jamesview, MD 92304"
ORD0000067,CUST0965,Rachel Holmes,2024-05-09,PROD0017,T-shirt,3,136.44,409.32,Clothing,Delivered,Credit Card,"Unit 2782 Box 0928, DPO AE 99813"
ORD0000068,CUST1434,Travis Lee,2024-09-16,PROD0100,Moisturizer,2,109.59,219.18,Beauty,Shipped,PayPal,"8252 Ingram Centers, Port Zacharytown, GU 10985"
ORD0000069,CUST0957,Lawrence Hudson,2024-03-23,PROD0334,Moisturizer,1,42.75,42.75,Beauty,Delivered,PayPal,"125 Ian Crossroad Apt. 593, South Deannaport, WY 51555"
ORD0000070,CUST1615,Lindsay Bauer,2024-01-18,PROD0410,Sneakers,1,96.67,96.67,Clothing,Canceled,Credit Card,"0759 Chambers Port, Gutierreztown, NH 35123"
ORD0000071,CUST1763,James Howard,2023-12-31,PROD0401,T-shirt,2,-25.64,-51.28,Clothing,Delivered,Credit Card,"69057 Alvarez Walks, New Michelleview, AK 85435"
ORD0000072,CUST0731,Sara Miller,2024-04-01,PROD0490,Puzzle,1,152.85,152.85,Toys,Canceled,Cash,"USCGC Donaldson, FPO AE 68212"
ORD0000073,CUST1366,Donna Johnson,2024-04-08,PROD0449,Shampoo,1,76.85,76.85,Beauty,Delivered,Cash,"22395 Timothy Road, Williamsbury, SC 37407"
ORD0000074,CUST1821,Vincent Bell,2024-01-16,PROD0358,Board Game,2,-20.49,-40.98,Toys,Delivered,Cash,"9269 Fernando Prairie Apt. 622, North Madisonhaven, AL 05505"
ORD0000075,CUST0865,Timothy Berry,2024-01-10,PROD0213,Laptop,1,94.62,94.62,Electronics,Delivered,Credit Card,"66953 Michael Forge Suite 126, Tammychester, MH 57653"
ORD0000076,CUST1955,James Hendricks,2024-02-15,PROD0221,Headphones,3,210.17,630.51,Electronics,Canceled,PayPal,"144 Daniels Rapids Suite 340, Michellefurt, SC 14481"
ORD0000077,CUST0161,Sarah Thomas,2024-04-14,PROD0063,Blender,2,121.11,242.22,Home Appliances,Delivered,Credit Card,"661 Munoz Estates Apt. 576, New Samantha, VI 37687"
ORD0000078,CUST0021,Ashley Richardson,2024-01-08,PROD0037,Jacket,3,102.5,307.5,Clothing,Delivered,PayPal,"803 Thompson Prairie Suite 460, Andreaton, TX 54312"
ORD0000079,CUST1846,Nicholas Reed,2024-01-04,PROD0151,Laptop,2,103.15,206.3,Electronics,Delivered,PayPal,"06967 Dawn Station Apt. 688, East Eric, GA 30418"
ORD0000080,CUST1760,Chad Snyder,2024-10-28,PROD0233,Jeans,1,29.28,29.28,Clothing,Delivered,Cash,"516 Nolan Junctions Suite 826, Jimmyfurt, MI 51653"
ORD0000081,CUST0742,Kayla Oconnell,2024-04-19,PROD0492,Refrigerator,1,204.84,204.84,Home Appliances,Canceled,Cash,"09981 Caitlin Rapids, West Haleyburgh, MS 11691"
ORD0000082,CUST1303,Alexandra Stafford,2024-09-26,PROD0304,Microwave,10,152.71,1527.1,Home Appliances,Delivered,Cash,"75947 Sandra Points Apt. 820, New Robert, TN 27774"
ORD0000083,CUST1937,Michael Baker,2024-06-29,PROD0162,Jeans,2,139.62,279.24,Clothing,Delivered,Credit Card,"79061 Cook Parkways Suite 079, West Marissafort, OH 85040"
ORD0000084,CUST0763,Derek Hall,2024-04-03,PROD0441,Fiction,1,119.97,119.97,Books,Delivered,Credit Card,"1176 Hawkins Greens, Hallville, LA 18991"
ORD0000085,CUST1128,Brandon Barrett,2023-12-06,PROD0303,Non-Fiction,2,102.59,205.18,Books,Delivered,Credit Card,"830 Michelle Point, Kleinville, NJ 73841"
ORD0000086,CUST0911,Richard Brennan,2024-08-06,PROD0327,Doll,7,147.9,1035.3,Toys,Delivered,PayPal,"4430 Kelly Pass, Christopherport, OK 55851"
ORD0000087,CUST0657,Jacob James,2024-09-03,PROD0191,Non-Fiction,1,118.22,118.22,Books,Delivered,Cash,"75469 Mariah Crest Suite 587, Lake Jenna, SC 47523"
ORD0000088,CUST1632,Ian Morales,2024-09-06,PROD0058,Tablet,3,66.26,198.78,Electronics,Delivered,Credit Card,"74172 Cantu Summit Apt. 573, Lake Patrickfurt, NH 67810"
ORD0000089,CUST1573,Timothy Duarte,2024-09-30,PROD0090,Biography,1,17.53,17.53,Books,Delivered,Cash,"473 Holmes Alley Apt. 756, Port Tammy, AR 75917"
ORD0000090,CUST0292,Jennifer Baker,2024-08-21,PROD0324,Refrigerator,3,66.44,199.32,Home Appliances,Delivered,PayPal,"50300 Nichols Curve, Port Cassandraborough, CO 97633"
ORD0000091,CUST1268,Ryan Meyer,2024-07-12,PROD0112,Fiction,1,103.54,103.54,Books,Shipped,PayPal,"233 Reyes Valley, South Jasonton, RI 35801"
ORD0000092,CUST1117,Gregory Richardson,2024-03-24,PROD0218,Perfume,4,25.92,103.68,Beauty,Shipped,Credit Card,"814 Jennifer Groves, Lake Donaldberg, MS 27644"
ORD0000093,CUST1561,Mary Harris,2024-05-29,PROD0324,Science,9,113.44,1020.96,Books,Delivered,Cash,"718 Harrison Motorway, Davidview, MS 10796"
ORD0000094,CUST0084,Gabriela Short,2024-02-12,PROD0204,Tablet,2,56.23,112.46,Electronics,Delivered,Credit Card,"6070 Benjamin Trail Suite 363, Thomasberg, IN 58291"
ORD0000095,CUST0581,Matthew Greene,2024-11-08,PROD0305,Lego Set,1,75.36,75.36,Toys,Delivered,Credit Card,"48102 Johnson Ways, Port Rachel, MS 89339"
ORD0000096,CUST1093,Jon Jackson,2023-12-02,PROD0272,Blender,5,165.51,827.55,Home Appliances,Delivered,Cash,"835 April Plains Suite 297, New Scott, IA 64432"
ORD0000097,CUST0580,Sarah Peters,2024-01-29,PROD0294,Perfume,2,46.28,92.56,Beauty,Delivered,Credit Card,"37931 Middleton Roads, Nicolemouth, NM 90343"
ORD0000098,CUST1958,Jaime Bridges,2024-08-18,PROD0207,Board Game,4,133.28,533.12,Toys,Delivered,PayPal,"571 Jeffrey Crescent Apt. 678, West Janet, AK 53734"
ORD0000099,CUST0283,Scott Richards,2024-10-18,PROD0357,T-shirt,1,77.09,77.09,Clothing,Delivered,Credit Card,"028 Parker Plains, North Cassidyfort, WV 02505"
ORD0000100,CUST1147,Luis Ward,2023-12-16,PROD0182,Doll,3,98.31,294.93,Toys,Delivered,PayPal,"098 Hernandez Green, New Sergiobury, MS 50840"
ORD0000101,CUST1010,Tammy Perez,2024-06-30,PROD0228,Puzzle,2,64.98,129.96,Toys,Shipped,Credit Card,"25997 Stephanie Pine, Grahamfurt, VA 03684"
ORD0000102,CUST1273,Lawrence Walls,2024-01-04,PROD0182,T-shirt,2,105.45,210.9,Clothing,Delivered,Credit Card,"63044 Wilson Highway, Christinaborough, WA 71505"
ORD0000103,CUST1776,Gina Tran,2024-01-15,PROD0004,Headphones,2,95.41,190.82,Electronics,Delivered,Credit Card,"PSC 0452, Box 5198, APO AA 99831"
ORD0000104,CUST0554,Kenneth Meyer,2024-10-13,PROD0373,Doll,6,141.36,848.16,Toys,Delivered,Credit Card,"Unit 2708 Box 3518, DPO AP 28939"
ORD0000105,CUST1468,Melissa Hayden MD,2024-07-07,PROD0087,Refrigerator,2,150.43,300.86,Home Appliances,Delivered,PayPal,"2458 Jason Village Suite 248, North Donnamouth, ME 93087"
ORD0000106,CUST0304,Erica Miller,2023-11-19,PROD0269,Non-Fiction,2,108.22,216.44,Books,Delivered,Cash,"43885 Davis Parkway, Martinezshire, NH 42985"
ORD0000107,CUST0876,David Kim,2024-08-11,PROD0374,Biography,1,131.09,131.09,Books,Delivered,Cash,"41558 Williams Station, Port Pamela, NC 18853"
ORD0000108,CUST1202,Anthony Price,2024-03-02,PROD0464,Puzzle,2,102.11,204.22,Toys,Delivered,Credit Card,"8771 Brooks Pike Apt. 376, East Christopherville, GU 24437"
ORD0000109,CUST1307,Toni Smith,2024-09-01,PROD0120,Lego Set,3,120.92,362.76,Toys,Delivered,PayPal,"83744 Reynolds Square Apt. 285, East Edward, AS 39932"
ORD0000110,CUST1049,Charlotte Bird,2024-06-12,PROD0211,Vacuum Cleaner,2,59.28,118.56,Home Appliances,Canceled,Cash,"623 Nicole Prairie, Lake John, WI 39742"
ORD0000111,CUST1905,Savannah Fletcher,2023-11-22,PROD0298,Toy Car,2,55.6,111.2,Toys,Delivered,Credit Card,"62686 Paul Pine, Garcialand, ND 02028"
ORD0000112,CUST0691,Stephanie Smith,2024-08-30,PROD0023,Blender,1,75.73,75.73,Home Appliances,Delivered,Credit Card,"Unit 6746 Box 5641, DPO AE 77313"
ORD0000113,CUST0877,Daniel Williams,2024-10-10,PROD0497,Lego Set,3,133.5,400.5,Toys,Delivered,Credit Card,"737 Carol Pass, Alexanderberg, MI 87906"
ORD0000114,CUST0395,Ronald Evans,2024-07-20,PROD0053,Air Conditioner,3,137.64,412.92,Home Appliances,Delivered,Cash,"73965 Turner Dam, Cardenasmouth, MI 84106"
ORD0000115,CUST0524,Jennifer Morales,2024-10-26,PROD0023,Smartwatch,1,122.46,122.46,Electronics,Delivered,Cash,"63482 Lindsey Path, Starkview, NE 40039"
ORD0000116,CUST0709,Matthew Williams,2024-08-23,PROD0129,Jeans,3,96.09,288.27,Clothing,Shipped,Credit Card,"1039 Melissa Underpass Apt. 329, Lake Michael, AS 35585"
ORD0000117,CUST0705,William Smith,2024-07-06,PROD0023,Lego Set,2,56.92,113.84,Toys,Delivered,Credit Card,"PSC 2436, Box 7551, APO AP 57115"
ORD0000118,CUST1015,Melissa Tate,2023-11-19,PROD0025,Toy Car,6,50.34,302.04,Toys,Delivered,Credit Card,"3635 Laura Parks Apt. 998, Willisbury, MH 00861"
ORD0000119,CUST0494,Steven Johnson,2024-07-22,PROD0212,Smartphone,6,130.59,783.54,Electronics,Delivered,PayPal,"164 Schultz Road, Lake Bryan, DC 41935"
ORD0000120,CUST1676,Mary Hill,2024-05-18,PROD0387,Children,6,0.43,2.58,Books,Delivered,Credit Card,"1721 Hansen Lodge Suite 629, Mirandaville, OR 15107"
ORD0000121,CUST1722,Nicole Olson,2024-08-06,PROD0164,Vacuum Cleaner,10,177.76,1777.6,Home Appliances,Delivered,Cash,"4158 Alan Rest Apt. 216, Bowersfort, FM 04046"
ORD0000122,CUST1250,Robert Miller,2024-04-14,PROD0365,Perfume,1,36.39,36.39,Beauty,Delivered,Credit Card,"36009 Anderson Street, Richardside, AR 97847"
ORD0000123,CUST0475,Sherry Thomas,2024-11-13,PROD0315,Laptop,4,124.36,497.44,Electronics,Delivered,PayPal,"PSC 3921, Box 9744, APO AA 28240"
ORD0000124,CUST0510,Adam Fields,2023-12-04,PROD0451,Jacket,4,55.74,222.96,Clothing,Delivered,Cash,"42282 Stephanie Avenue, Marymouth, OR 98944"
ORD0000125,CUST0250,Jake King,2024-03-21,PROD0061,Science,9,30.62,275.58,Books,Delivered,Credit Card,"811 Gonzales Trail Suite 878, Stonebury, FL 84948"
ORD0000126,CUST1468,Shannon Edwards,2024-10-20,PROD0339,Board Game,1,93.15,93.15,Toys,Delivered,Credit Card,"69118 Cunningham Knoll, Moralesmouth, WA 88276"
ORD0000127,CUST0671,Julie Reed,2024-09-10,PROD0322,Jacket,2,-7.45,-14.9,Clothing,Delivered,Credit Card,"5803 Thomas Land Suite 938, New Williamton, OK 47516"
ORD0000128,CUST0032,Jacob Peterson,2024-05-20,PROD0168,Shampoo,2,39.47,78.94,Beauty,Shipped,Credit Card,"37520 Fox Expressway Suite 497, North Jasmine, RI 79115"
ORD0000129,CUST0363,Megan Carr,2024-03-15,PROD0070,Lipstick,4,31.5,126.0,Beauty,Shipped,PayPal,"286 Young Light Suite 334, New Brenda, FM 49268"
ORD0000130,CUST1167,Cynthia Morgan,2024-07-16,PROD0121,Lego Set,4,134.12,536.48,Toys,Delivered,PayPal,"48289 Patricia Mission, Harrisburgh, PA 47416"
ORD0000131,CUST1289,Michelle Davis,2024-05-24,PROD0316,Fiction,5,22.73,113.65,Books,Delivered,Credit Card,"PSC 4648, Box 3565, APO AP 03219"
ORD0000132,CUST0934,Tyler Munoz,2024-01-16,PROD0491,Blender,1,57.82,57.82,Home Appliances,Delivered,Cash,"48476 Allison Summit Suite 010, Tonyaview, RI 94899"
ORD0000133,CUST0985,Ellen Nolan,2024-10-10,PROD0361,Moisturizer,5,39.77,198.85,Beauty,Delivered,PayPal,"PSC 5311, Box 1809, APO AP 43876"
ORD0000134,CUST1441,Ruth Vang,2024-10-28,PROD0403,Jacket,1,132.1,132.1,Clothing,Delivered,PayPal,"14196 Kelsey Ports, West Kenneth, PW 24579"
ORD0000135,CUST0512,Courtney Anderson,2024-02-10,PROD0343,Refrigerator,4,88.17,352.68,Home Appliances,Delivered,Credit Card,"94312 Dickson Falls Apt. 905, Gregoryview, CO 94903"
ORD0000136,CUST1376,Sarah Delacruz,2024-09-16,PROD0009,Jacket,2,21.31,42.62,Clothing,Delivered,Credit Card,"23906 Dustin Plain, New Lucasbury, TN 23360"
ORD0000137,CUST1286,Matthew Ramos,2024-11-13,PROD0124,Laptop,1,80.05,80.05,Electronics,Delivered,PayPal,"315 Nelson Plain Suite 348, Jonesfurt, DE 77833"
ORD0000138,CUST0137,Anna Phelps,2024-08-17,PROD0498,Tablet,3,174.23,522.69,Electronics,Delivered,Credit Card,"64832 Joseph Islands Suite 805, Fitzgeraldfurt, OH 16998"
ORD0000139,CUST0639,Michelle Carroll,2024-07-25,PROD0373,Jacket,9,185.11,1665.99,Clothing,Shipped,Credit Card,"963 Harris Corners Apt. 861, Curryburgh, AZ 26913"
ORD0000140,CUST0839,Brandon Gray,2023-12-11,PROD0273,Air Conditioner,5,177.54,887.7,Home Appliances,Shipped,PayPal,"337 James Walks, New Davidborough, OH 76106"
ORD0000141,CUST0252,Lisa Burke,2024-10-14,PROD0088,Biography,1,90.51,90.51,Books,Delivered,Cash,"790 Reed Trafficway Apt. 037, New Evelyn, GU 01420"
ORD0000142,CUST1053,Jesse Davis,2024-02-29,PROD0041,Lego Set,2,149.74,299.48,Toys,Delivered,Credit Card,"5419 Margaret Land Apt. 326, Port Andrew, LA 19372"
ORD0000143,CUST1652,Madeline Stevenson,2024-01-09,PROD0087,Dress,4,21.78,87.12,Clothing,Delivered,Cash,"1533 Boyd Manors Suite 602, Jonesberg, NC 25146"
ORD0000144,CUST0213,Katherine Moore,2024-01-10,PROD0364,Facewash,1,69.42,69.42,Beauty,Shipped,PayPal,"3122 Moon Plain Suite 204, Berrystad, SD 13414"
ORD0000145,CUST0056,David Williams,2024-10-13,PROD0255,Puzzle,1,77.2,77.2,Toys,Delivered,Credit Card,"4948 Martin Road, Lake Lynnhaven, GA 65600"
ORD0000146,CUST0484,Lori Smith,2024-01-08,PROD0084,Moisturizer,4,67.24,268.96,Beauty,Delivered,Credit Card,"299 Carlos Harbors, West Cindyshire, WI 34313"
ORD0000147,CUST0637,Wendy Erickson,2024-01-07,PROD0282,Moisturizer,2,122.35,244.7,Beauty,Delivered,PayPal,"55466 Tonya Shoal Apt. 319, East Monique, IL 59873"
ORD0000148,CUST1131,Shaun Hubbard,2024-04-25,PROD0234,Blender,2,133.62,267.24,Home Appliances,Delivered,Credit Card,"598 Bradshaw Hills, South Deborahview, IA 85341"
