OrderID,CustomerID,CustomerName,OrderDate,ProductID,ProductName,Quantity,Price,TotalAmount,Category,OrderStatus,PaymentMethod,ShippingAddress
ORD0000032,CUST0096,Terry Wells,17-11-2023,PROD0028,Doll,3,75.36,226.08,Toys,Delivered,Credit Card,"08274 Francis Row Apt. 787, Adamsstad, FM 34462"
ORD0000033,CUST0005,Peter Montgomery,08-12-2023,PROD0018,Science,1,61.59,61.59,Books,Delivered,Cash,"8437 Chad Passage Apt. 270, South Joshua, PA 45254"
ORD0000034,CUST0032,Whitney Stark,13-04-2024,PROD0027,Lego Set,2,75.28,150.56,Toys,Delivered,Credit Card,"Unit 1577 Box 4748, DPO AE 67738"
ORD0000035,CUST0028,Kimberly Myers,28-05-2024,PROD0012,Microwave,4,82.96,331.84,Home Appliances,Delivered,Credit Card,"30180 Baker Orchard Suite 962, Port John, KY 16667"
ORD0000036,CUST0061,Michelle Hughes,09-05-2024,PROD0011,Blender,1,77.76,77.76,Home Appliances,Canceled,Credit Card,"612 Griffin Mount Apt. 871, New Michaelfort, NC 47757"
ORD0000037,CUST0074,Mitchell Smith,29-09-2024,PROD0004,Headphones,1,130.36,130.36,Electronics,Delivered,PayPal,"258 Garrett Square Suite 234, Mcclainfort, ND 11367"
ORD0000038,CUST0049,Nicholas Massey,20-03-2024,PROD0013,Vacuum Cleaner,2,31.97,63.94,Home Appliances,Delivered,Cash,"PSC 3038, Box 1084, APO AP 93430"
ORD0000039,CUST0063,George Allen,14-11-2024,PROD0027,Lego Set,1,167.01,167.01,Toys,Delivered,Cash,"90927 Laurie Isle Apt. 545, West Timothyview, NE 92991"
ORD0000040,CUST0021,Kimberly Maynard,08-07-2024,PROD0025,Shampoo,2,205.92,411.84,Beauty,Delivered,Cash,"504 James Plain Apt. 333, Kevinchester, AZ 52948"
ORD0000041,,,08-12-2023,PROD0010,Dress,1,69.37,69.37,Clothing,Canceled,Credit Card,"929 Gabriella Junction Suite 018, New Danielberg, DE 77639"
ORD0000042,CUST0079,Jesse Sparks,16-02-2024,PROD0028,Doll,1,141.28,141.28,Toys,Delivered,PayPal,"663 Carol Isle, Danielleshire, NM 72291"
ORD0000043,CUST0091,William Roberts,26-12-2023,PROD0015,Air Conditioner,1,79.32,79.32,Home Appliances,Shipped,PayPal,"26235 Jones Views Suite 564, Port Colleen, FM 50564"
ORD0000044,CUST0066,Jennifer Bates,23-11-2023,PROD0008,Jacket,4,98.71,394.84,Clothing,Delivered,Cash,"717 Karen Streets, Rayland, DC 34566"
ORD0000045,CUST0045,Brian Green,20-04-2024,PROD0024,Facewash,6,30.24,181.44,Beauty,Delivered,Credit Card,"1225 Jennifer Neck Suite 481, East Davidville, AZ 92971"
ORD0000046,CUST0030,Stephanie Lawrence,21-08-2024,PROD0030,Board Game,3,194.81,584.43,Toys,Delivered,Credit Card,"18439 Cox Islands, Port John, SD 36865"
ORD0000047,CUST0069,Nicole Henson,30-07-2024,PROD0020,Children,5,81.8,409,Books,Delivered,Credit Card,"908 Bean Square Apt. 558, Loganville, AL 83286"
ORD0000048,CUST0071,Robin Lopez,23-03-2024,PROD0003,Tablet,2,147.21,294.42,Electronics,Delivered,Credit Card,"7114 Ferguson Spurs, Alejandramouth, AK 25503"
ORD0000049,CUST0034,Mr. Ryan Sanchez,28-01-2024,PROD0001,Laptop,3,100.18,300.54,Electronics,Delivered,PayPal,"1475 Nicole Ways, West Gregory, OK 33174"
ORD0000050,CUST0041,Jacob Hooper,02-02-2024,PROD0005,Smartwatch,4,3.5,14,Electronics,Delivered,Credit Card,"2078 Catherine Stream, Martinezborough, OH 61009"
ORD0000051,CUST0062,Matthew Smith,09-06-2024,PROD0012,Microwave,2,22.03,44.06,Home Appliances,Delivered,Credit Card,"532 Anna Cliffs Suite 575, Jacquelineville, AR 16557"
ORD0000052,CUST0012,Kimberly Smith,15-02-2024,PROD0028,Doll,1,107.52,107.52,Toys,Delivered,Credit Card,"975 Bowen Streets Apt. 165, New Jeffrey, MP 27718"
ORD0000053,CUST0025,Mary Alvarez,15-07-2024,PROD0010,Dress,2,74.42,148.84,Clothing,Delivered,Credit Card,"093 Thompson Drive, Harrisbury, MN 06626"
ORD0000054,CUST0087,Joshua Clark,28-03-2024,PROD0012,Microwave,2,85.47,170.94,Home Appliances,Delivered,Cash,"USNV Thompson, FPO AE 44469"
ORD0000055,CUST0090,Marc Williams,03-03-2024,PROD0017,Non-Fiction,1,192.83,192.83,Books,Delivered,PayPal,"49919 Noble Springs, North Stevenfort, AR 38111"
ORD0000056,CUST0040,Lisa Johnston,24-10-2024,PROD0027,Lego Set,6,171.87,1031.22,Toys,Shipped,Credit Card,"53066 Jamie Plaza Suite 319, New Eric, SC 29468"
ORD0000057,CUST0079,Jesse Sparks,21-06-2024,PROD0030,Board Game,10,108.11,1081.1,Toys,Delivered,PayPal,"00352 Shaw Skyway Apt. 632, West Thomas, PR 79802"
ORD0000058,CUST0018,Bobby Flores,28-11-2023,PROD0023,Moisturizer,4,70.49,281.96,Beauty,Delivered,Credit Card,"661 Tammy Plains, Billychester, GA 07711"
ORD0000059,CUST0077,William Garcia,29-05-2024,PROD0018,Science,1,98.5,98.5,Books,Canceled,Cash,"7527 Smith Dam Suite 293, Jonestown, NV 51158"
ORD0000060,CUST0063,George Allen,07-07-2024,PROD0011,Blender,1,92.81,92.81,Home Appliances,Delivered,PayPal,"736 Gregory Junctions Apt. 240, East Tonyatown, NJ 26498"
ORD0000061,CUST0056,Danielle Castro,23-09-2024,PROD0024,Facewash,4,89.44,357.76,Beauty,Delivered,PayPal,"7483 Davis Junctions Apt. 678, New Williammouth, DE 23913"
ORD0000062,CUST0034,Mr. Ryan Sanchez,11-02-2024,PROD0015,Air Conditioner,3,120.76,362.28,Home Appliances,Delivered,Credit Card,"02286 Zachary Extension Suite 177, Nancytown, NM 97240"
ORD0000063,CUST0045,Brian Green,06-10-2024,PROD0016,Fiction,5,60.46,302.3,Books,Delivered,Cash,"221 Mcdonald Heights, Alanshire, MS 27074"
ORD0000064,CUST0033,Angela Salazar,29-11-2023,PROD0012,Microwave,3,143.41,430.23,Home Appliances,Delivered,Credit Card,"3391 Katie Junctions, South Juliefurt, VT 35436"
ORD0000065,CUST0022,Laurie Wallace,16-01-2024,PROD0017,Non-Fiction,3,136.34,409.02,Books,Delivered,Credit Card,"4800 James Isle Apt. 573, East Lisaborough, NJ 26002"
ORD0000066,CUST0061,Michelle Hughes,18-10-2024,PROD0020,Children,4,51.69,206.76,Books,Delivered,PayPal,"02836 Ashley Station, North Christopherport, MO 91519"
ORD0000067,CUST0027,Sarah Villanueva,09-01-2024,PROD0006,T-shirt,4,158.57,634.28,Clothing,Delivered,Credit Card,"PSC 3585, Box 6860, APO AE 24706"
ORD0000068,CUST0052,Gloria King,12-04-2024,PROD0005,Smartwatch,7,124.15,869.05,Electronics,Shipped,PayPal,"1521 Hopkins Flat Suite 413, West Chelseatown, PW 83599"
ORD0000069,CUST0060,Travis Schultz,21-05-2024,PROD0005,Smartwatch,4,130.61,522.44,Electronics,Shipped,Cash,"63952 Chen Prairie, Brownbury, MI 09537"
ORD0000070,CUST0069,Nicole Henson,25-01-2024,PROD0030,Board Game,2,139.6,279.2,Toys,Delivered,PayPal,"3530 Wagner Orchard, Leeton, OH 25691"
ORD0000071,CUST0049,Nicholas Massey,28-02-2024,PROD0013,Vacuum Cleaner,2,145.95,291.9,Home Appliances,Delivered,Cash,"5913 Melissa Flats Apt. 506, Dawnborough, SD 11112"
ORD0000072,CUST0050,Caroline Chambers,26-01-2024,PROD0016,Fiction,5,140.46,702.3,Books,Delivered,Credit Card,"283 Moore Tunnel Suite 472, Ortizland, NH 05489"
ORD0000073,CUST0015,Dana Nguyen,16-02-2024,PROD0028,Doll,1,140.9,140.9,Toys,Shipped,PayPal,"3689 William Forges Suite 852, South Taraburgh, IN 84097"
ORD0000074,CUST0072,Miss Angela Swanson DVM,27-02-2024,PROD0017,Non-Fiction,1,40.57,40.57,Books,Delivered,Credit Card,"9814 Timothy Ways, Annefurt, VI 56694"
ORD0000075,CUST0035,Autumn Robinson,21-01-2024,PROD0015,Air Conditioner,1,138.69,138.69,Home Appliances,Delivered,Credit Card,"634 Michelle Cape, Michaelview, GA 26834"
ORD0000076,,,14-09-2024,PROD0028,Doll,2,140.23,280.46,Toys,Delivered,Credit Card,"5664 Amber Centers Apt. 153, Herreraland, CA 98407"
ORD0000077,CUST0084,Susan Williams,06-07-2024,PROD0029,Toy Car,2,14.25,28.5,Toys,Delivered,PayPal,"182 Rios Mount Suite 003, Molinahaven, PW 28978"
ORD0000078,CUST0010,Susan Levy,19-07-2024,PROD0002,Smartphone,1,85.66,85.66,Electronics,Delivered,PayPal,"13794 Vazquez Streets Suite 196, East Coreyhaven, AK 46160"
ORD0000079,CUST0070,Eric Owens PhD,26-04-2024,PROD0017,Non-Fiction,1,194.8,194.8,Books,Delivered,PayPal,"PSC 9207, Box 0795, APO AA 43167"
ORD0000080,,,26-09-2024,PROD0014,Refrigerator,2,165.01,330.02,Home Appliances,Delivered,PayPal,"4795 Romero Key Apt. 654, Port Nataliemouth, MH 27338"
ORD0000081,CUST0040,Lisa Johnston,10-01-2024,PROD0009,Sneakers,9,183.75,1653.75,Clothing,Delivered,PayPal,"439 Leslie Centers, Parkerborough, VI 87905"
ORD0000082,CUST0042,Alex Woodward,08-02-2024,PROD0030,Board Game,7,100.08,700.56,Toys,Delivered,Cash,"7371 Patel Ways Suite 282, Jorgeburgh, CO 71454"
ORD0000083,CUST0096,Terry Wells,25-02-2024,PROD0018,Science,4,145.9,583.6,Books,Shipped,PayPal,"531 Brian Trail Apt. 575, New Jessica, MN 92570"
ORD0000084,CUST0057,Patrick Rogers,27-04-2024,PROD0003,Tablet,2,176.05,352.1,Electronics,Shipped,Credit Card,"2797 Campos Villages, Andersonburgh, MN 55910"
ORD0000085,,,30-11-2023,PROD0003,Tablet,3,112.1,336.3,Electronics,Delivered,Credit Card,"02231 Andrea Trafficway, East Christina, SC 82175"
ORD0000086,CUST0031,Lauren Hayes,27-10-2024,PROD0023,Moisturizer,2,87.6,175.2,Beauty,Shipped,Cash,"17015 Kimberly Grove, Dunnville, WY 98215"
ORD0000087,CUST0003,Elizabeth Woods,03-10-2024,PROD0006,T-shirt,4,116.91,467.64,Clothing,Canceled,Cash,"USCGC Lowe, FPO AE 47986"
ORD0000088,CUST0010,Susan Levy,05-10-2024,PROD0023,Moisturizer,8,60.75,486,Beauty,Canceled,Credit Card,"USS Nguyen, FPO AA 61322"
ORD0000089,,,30-04-2024,PROD0023,Moisturizer,2,158.08,316.16,Beauty,Delivered,Credit Card,"078 Jeffrey Court Suite 957, Sandershaven, DC 30365"
ORD0000090,CUST0068,Joseph Freeman,19-09-2024,PROD0004,Headphones,1,114.83,114.83,Electronics,Canceled,Cash,"495 Edward Light Apt. 029, Jeremyfurt, FL 05165"
ORD0000091,CUST0049,Nicholas Massey,23-03-2024,PROD0005,Smartwatch,3,112.85,338.55,Electronics,Delivered,Cash,"355 Lutz Glen Apt. 092, Port Gregorymouth, MI 10676"
ORD0000092,CUST0052,Gloria King,05-05-2024,PROD0011,Blender,1,63.9,63.9,Home Appliances,Shipped,Cash,"8362 Fisher Locks Suite 281, Michaelville, ID 16713"
ORD0000093,CUST0079,Jesse Sparks,04-02-2024,PROD0018,Science,4,70.3,281.2,Books,Delivered,Credit Card,"486 Samantha Trace, Shannonland, CT 54593"
ORD0000094,CUST0005,Peter Montgomery,16-11-2023,PROD0029,Toy Car,4,96.32,385.28,Toys,Delivered,PayPal,"14367 Anthony Points Suite 974, New Justin, CA 89710"
ORD0000095,CUST0015,Dana Nguyen,23-09-2024,PROD0009,Sneakers,5,132.68,663.4,Clothing,Delivered,Credit Card,"17184 Harmon Walk Suite 824, Katherineburgh, AL 06687"
ORD0000096,CUST0048,William Gonzalez,02-11-2024,PROD0024,Facewash,1,134.54,134.54,Beauty,Shipped,PayPal,"65946 Quinn Stravenue, North Kennethburgh, NM 39007"
ORD0000097,CUST0078,Jennifer Miller,03-08-2024,PROD0014,Refrigerator,3,76.31,228.93,Home Appliances,Shipped,Cash,"547 Linda Corners, Darrylview, WV 44086"
ORD0000098,CUST0054,Jason Carroll,03-09-2024,PROD0026,Puzzle,2,121.3,242.6,Toys,Delivered,PayPal,"175 Black Harbors, South Dustin, CT 23850"
ORD0000099,CUST0044,Taylor Johnson,03-06-2024,PROD0022,Perfume,3,173.62,520.86,Beauty,Delivered,Credit Card,"3465 Tricia Flats, West Linda, WA 74754"
ORD0000100,CUST0095,Gary Perry,13-02-2024,PROD0017,Non-Fiction,4,154.3,617.2,Books,Shipped,Credit Card,"578 Maureen Forest, West Kathryn, PR 80950"
ORD0000101,CUST0006,Theodore Mcgrath,08-09-2024,PROD0025,Shampoo,4,160.52,642.08,Beauty,Delivered,Credit Card,"9255 Keller Unions Suite 019, Atkinsfort, OH 05672"
ORD0000102,CUST0006,Theodore Mcgrath,08-12-2023,PROD0014,Refrigerator,2,82.94,165.88,Home Appliances,Delivered,PayPal,"36308 Newman Estate Suite 390, Port Chelsea, AL 11494"
ORD0000103,CUST0061,Michelle Hughes,09-06-2024,PROD0028,Doll,1,146.72,146.72,Toys,Delivered,PayPal,"Unit 1617 Box 1579, DPO AA 94544"
ORD0000104,CUST0074,Mitchell Smith,29-06-2024,PROD0024,Facewash,9,69.15,622.35,Beauty,Delivered,Credit Card,"769 Sandra Plain Apt. 832, New Robinville, NY 70217"
ORD0000105,CUST0059,Heather Roberts,25-11-2023,PROD0010,Dress,6,25.58,153.48,Clothing,Delivered,Credit Card,"4783 Robles Field, South Matthew, AZ 71072"
ORD0000106,CUST0022,Laurie Wallace,22-10-2024,PROD0015,Air Conditioner,4,112.94,451.76,Home Appliances,Delivered,PayPal,"7264 Suzanne Port, Alisonborough, NH 97271"
ORD0000107,CUST0092,Joshua Carter,12-05-2024,PROD0017,Non-Fiction,1,93.68,93.68,Books,Shipped,PayPal,"PSC 0101, Box 2750, APO AP 27845"
ORD0000108,,,01-04-2024,PROD0028,Doll,5,126.56,632.8,Toys,Delivered,Credit Card,"3021 Annette Curve, Lake Kennethmouth, DE 18907"
ORD0000109,CUST0074,Mitchell Smith,28-02-2024,PROD0012,Microwave,1,119,119,Home Appliances,Delivered,Credit Card,"494 Andre Station Suite 128, Keithmouth, WA 52771"
ORD0000110,CUST0089,Richard Higgins,30-10-2024,PROD0010,Dress,2,67.79,135.58,Clothing,Delivered,Credit Card,"81039 Christina Spur Suite 381, West Jason, RI 77849"
ORD0000111,CUST0001,Norma Fisher,19-07-2024,PROD0018,Science,1,57.16,57.16,Books,Shipped,Credit Card,"3751 Maria Creek Suite 271, East Tiffanymouth, SD 51248"
ORD0000112,CUST0005,Peter Montgomery,28-07-2024,PROD0021,Lipstick,1,121.22,121.22,Beauty,Shipped,PayPal,"32252 Cheryl Landing Apt. 525, Williambury, NV 95924"
ORD0000113,CUST0090,Marc Williams,03-03-2024,PROD0011,Blender,1,100.23,100.23,Home Appliances,Delivered,Credit Card,"57826 Hays Turnpike Apt. 151, Albertland, OH 76828"
ORD0000114,CUST0069,Nicole Henson,27-05-2024,PROD0009,Sneakers,2,57.52,115.04,Clothing,Delivered,PayPal,"36484 Nelson Way, Thomasstad, NY 49257"
ORD0000115,CUST0035,Autumn Robinson,06-09-2024,PROD0024,Facewash,2,68,136,Beauty,Delivered,PayPal,"3301 Houston Station Suite 777, Lake Edwardview, RI 49520"
ORD0000116,CUST0011,Sean Green,30-10-2024,PROD0013,Vacuum Cleaner,2,195.01,390.02,Home Appliances,Delivered,Cash,"Unit 3328 Box 6041, DPO AA 64084"
ORD0000117,CUST0067,Jeremy Green,13-04-2024,PROD0003,Tablet,2,136,272,Electronics,Delivered,Credit Card,"USCGC Parker, FPO AA 75942"
ORD0000118,,,21-12-2023,PROD0026,Puzzle,1,183.06,183.06,Toys,Delivered,PayPal,"1073 Gross Mill Suite 276, New Margaretburgh, VT 42804"
ORD0000119,CUST0044,Taylor Johnson,28-08-2024,PROD0011,Blender,4,25.14,100.56,Home Appliances,Delivered,PayPal,"603 Johnson Spur Suite 338, South Michaelfurt, ID 58797"
ORD0000120,CUST0044,Taylor Johnson,24-11-2023,PROD0004,Headphones,7,74.32,520.24,Electronics,Delivered,Credit Card,"Unit 4792 Box 5327, DPO AE 69313"
ORD0000121,CUST0080,Brandi Meyer,30-08-2024,PROD0005,Smartwatch,1,116.95,116.95,Electronics,Shipped,Credit Card,"695 Karen Stravenue, West Kellyfort, NY 32334"
ORD0000122,CUST0012,Kimberly Smith,11-09-2024,PROD0022,Perfume,2,3.19,6.38,Beauty,Delivered,Cash,"79525 Robert Parkways Apt. 156, Lake Kelly, HI 74675"
ORD0000123,CUST0014,April Snyder,25-10-2024,PROD0004,Headphones,4,137.59,550.36,Electronics,Delivered,Cash,"624 Joseph Points Suite 932, Cindytown, AK 43388"
ORD0000124,CUST0096,Terry Wells,26-04-2024,PROD0004,Headphones,1,18.3,18.3,Electronics,Delivered,Credit Card,"39728 Gary Lake, South Jermaine, CO 89665"
ORD0000125,CUST0092,Joshua Carter,13-08-2024,PROD0002,Smartphone,9,135.99,1223.91,Electronics,Canceled,PayPal,"174 Mendez Ranch, Virginiaborough, GA 92586"
ORD0000126,,,21-03-2024,PROD0020,Children,5,117.62,588.1,Books,Delivered,Credit Card,"737 Arroyo Unions Apt. 643, Tiffanymouth, PW 12894"
ORD0000127,CUST0052,Gloria King,20-07-2024,PROD0011,Blender,4,20.75,83,Home Appliances,Delivered,PayPal,"Unit 4782 Box 1727, DPO AE 93341"
ORD0000128,CUST0026,Peter Mcdowell,20-07-2024,PROD0002,Smartphone,2,57.13,114.26,Electronics,Delivered,Credit Card,"9285 Hicks Skyway, New Amanda, MT 30321"
ORD0000129,CUST0024,Collin Lopez,13-07-2024,PROD0020,Children,4,185.1,740.4,Books,Shipped,Credit Card,"809 Krystal Alley Apt. 655, Lake Tiffanyton, DC 76387"
ORD0000130,CUST0053,Jessica Thompson,18-07-2024,PROD0023,Moisturizer,6,74.96,449.76,Beauty,Shipped,Cash,"16344 Smith Turnpike Suite 723, Danielburgh, AZ 06365"
ORD0000131,CUST0045,Brian Green,27-01-2024,PROD0026,Puzzle,4,96.19,384.76,Toys,Delivered,PayPal,"1525 Katie Fords, South Emilyside, CO 16935"
ORD0000132,CUST0082,Albert Williams,12-12-2023,PROD0018,Science,5,41.31,206.55,Books,Delivered,Credit Card,"35258 Joseph Plaza, Port David, VA 79745"
ORD0000133,CUST0040,Lisa Johnston,13-02-2024,PROD0014,Refrigerator,2,108.67,217.34,Home Appliances,Delivered,Credit Card,"429 Omar Locks Suite 908, West Cassie, OH 35255"
ORD0000134,CUST0064,Jamie Hutchinson,07-03-2024,PROD0010,Dress,9,139.15,1252.35,Clothing,Canceled,Credit Card,"82236 Martinez Plaza Apt. 157, West Coryfurt, OK 57405"
ORD0000135,CUST0061,Michelle Hughes,25-07-2024,PROD0001,Laptop,3,56.6,169.8,Electronics,Delivered,PayPal,"97979 Daniel Pines, South James, IA 85203"
ORD0000136,CUST0010,Susan Levy,24-07-2024,PROD0022,Perfume,1,34.15,34.15,Beauty,Shipped,PayPal,"0816 Andrew Camp Suite 649, Port Michael, OK 39080"
ORD0000137,CUST0084,Susan Williams,26-07-2024,PROD0008,Jacket,9,69.76,627.84,Clothing,Canceled,PayPal,"32247 John Rapids Apt. 194, North Ruthfort, UT 79134"
ORD0000138,CUST0038,Kenneth Kent,19-01-2024,PROD0012,Microwave,3,111.61,334.83,Home Appliances,Delivered,Cash,"38195 Knapp Crossroad Suite 680, Port Joshuatown, AL 23829"
ORD0000139,,,22-06-2024,PROD0008,Jacket,3,177.95,533.85,Clothing,Delivered,Cash,"048 Andrew Courts Suite 238, Johnland, OR 73470"
ORD0000140,CUST0096,Terry Wells,05-10-2024,PROD0005,Smartwatch,3,135.26,405.78,Electronics,Canceled,Credit Card,"118 Campbell Landing, Laurafurt, CO 38318"
ORD0000141,CUST0057,Patrick Rogers,24-04-2024,PROD0023,Moisturizer,2,118.01,236.02,Beauty,Canceled,PayPal,"6048 Moore Summit, Garyport, TX 17384"
ORD0000142,CUST0036,Faith Cabrera,18-03-2024,PROD0023,Moisturizer,5,77.98,389.9,Beauty,Shipped,Credit Card,"1661 Weeks Plaza, North Alice, MT 99485"
ORD0000143,CUST0049,Nicholas Massey,28-05-2024,PROD0015,Air Conditioner,2,135.09,270.18,Home Appliances,Delivered,Credit Card,"1071 Ashley Gateway Apt. 722, Donaldmouth, WV 29873"
ORD0000144,CUST0021,Kimberly Maynard,10-09-2024,PROD0004,Headphones,3,185.5,556.5,Electronics,Delivered,Cash,"Unit 4318 Box 3058, DPO AE 91287"
ORD0000145,CUST0039,Melanie Johnson,17-08-2024,PROD0014,Refrigerator,3,-34.86,-104.58,Home Appliances,Delivered,Credit Card,"884 Joan Meadow Suite 177, Cardenasmouth, MA 17238"
ORD0000146,CUST0030,Stephanie Lawrence,06-11-2024,PROD0023,Moisturizer,8,55.31,442.48,Beauty,Delivered,Credit Card,"271 Reed Burgs Apt. 419, Port Mariamouth, SC 34293"
ORD0000147,CUST0064,Jamie Hutchinson,05-04-2024,PROD0012,Microwave,8,176.03,1408.24,Home Appliances,Delivered,Cash,"354 Dave Glens Suite 044, Bartonberg, WV 33692"
ORD0000148,,,30-04-2024,PROD0004,Headphones,5,119.81,599.05,Electronics,Canceled,Cash,"USNV Wise, FPO AA 80739"
ORD0000149,CUST0094,Joseph Jones,05-11-2024,PROD0019,Biography,8,171.87,1374.96,Books,Delivered,Credit Card,"USNV Shaffer, FPO AE 31274"
